Question,Answer
Il segnale raffigurato vieta il transito a tutti gli autoveicoli,V
Il segnale raffigurato vieta il transito a tutti i veicoli,V
Il segnale raffigurato vieta il transito a tutti i veicoli a due ruote,F
Il segnale raffigurato vieta il transito ai ciclisti,V
Il segnale raffigurato vieta il transito ai ciclisti,F
Il segnale raffigurato vieta il transito ai ciclisti,F
Il segnale raffigurato vieta il transito ai ciclisti,F
Il segnale raffigurato vieta il transito ai ciclomotori,F
Con il fondo stradale bagnato si frena meglio,F
Il segnale raffigurato vieta il transito ai ciclomotori,F
Il segnale raffigurato vieta il transito ai ciclomotori,F
Il segnale raffigurato vieta il transito ai ciclomotori,F
Il segnale raffigurato vieta il transito ai motocicli,V
Il segnale raffigurato vieta il transito ai motocicli,F
Il segnale raffigurato vieta il transito ai pedoni,F
Il segnale raffigurato vieta il transito ai pedoni,F
Il segnale raffigurato vieta il transito alle biciclette,F
Il segnale raffigurato vieta il transito alle biciclette,F
Il segnale raffigurato vieta il transito di persone a cavallo,F
In una carreggiata del tipo rappresentato si può sorpassare anche in curva,V
"Nella strada rappresentata, per ogni senso di marcia, le corsie di centro e di sinistra sono dedicate, di norma, al sorpasso",V
In un passaggio a livello si possono trovare le semibarriere,V
In presenza del segnale raffigurato è necessario fare attenzione ai bambini sulla carreggiata e non a quelli sul marciapiede,F
In presenza del segnale raffigurato è vietato transitare durante l'orario di uscita dei bambini da scuola,F
In presenza del segnale raffigurato è vietato superare la velocità di 30 km/h,F
Il segnale raffigurato preannuncia un tratto di strada con probabile attraversamento di animali domestici,V
Il segnale raffigurato richiede di rallentare o di arrestarsi se gli animali sulla strada danno segno di spavento,V
Il segnale raffigurato richiede di rallentare o di arrestarsi se gli animali sulla strada non si spostano,V
Il segnale raffigurato preannuncia la possibilità di trovare sulla strada animali domestici vaganti,V
Il segnale raffigurato invita a fare attenzione per la probabile presenza di animali domestici sulla carreggiata,V
In presenza del segnale raffigurato è obbligatorio usare ripetutamente l'avvisatore acustico per allontanare gli animali,F
Il segnale raffigurato preannuncia una zona riservata al pascolo con divieto di transito ai veicoli a motore,F
In un passaggio a livello si possono trovare le luci rosse,V
Il segnale raffigurato preannuncia una strada riservata alla circolazione di animali domestici,F
Il segnale raffigurato preannuncia la presenza di veicoli a trazione animale,F
Il segnale raffigurato preannuncia una fattoria in aperta campagna,F
Il segnale raffigurato preannuncia il probabile attraversamento di animali selvatici,V
Il segnale raffigurato richiede di rallentare e all'occorrenza di arrestarsi se gli animali danno segno di spavento,V
Il segnale raffigurato richiede di rallentare e all'occorrenza di arrestarsi se gli animali attraversano improvvisamente la strada,V
Il segnale raffigurato preannuncia la possibilità di trovare improvvisamente animali vaganti sulla carreggiata,V
Il segnale raffigurato preannuncia il probabile e improvviso attraversamento di animali selvatici,V
Il segnale raffigurato richiede di rallentare per evitare urti con animali selvatici vaganti,V
In presenza del segnale raffigurato è obbligatorio usare ripetutamente l'avvisatore acustico per allontanare gli animali,F
In vicinanza di un passaggio a livello si trovano i pannelli distanziometrici,V
Il segnale raffigurato preannuncia una area riservata alla circolazione di animali selvatici,F
Il segnale raffigurato obbliga a marciare al centro della strada per evitare di investire gli animali selvatici,F
Il segnale raffigurato consente il transito dei soli veicoli a quattro ruote motrici,F
"Il segnale raffigurato indica l'ingresso di uno ""zoo safari""",F
Il segnale raffigurato indica l'ingresso di un Parco Nazionale,F
"Il segnale raffigurato preannuncia che una carreggiata a senso unico, diventa a doppio senso di circolazione",V
"Il segnale raffigurato preannuncia che, poco oltre, si potranno incontrare veicoli che marciano in senso opposto",V
Il segnale raffigurato preannuncia che termina il senso unico di circolazione,V
Il segnale raffigurato è un segnale di pericolo,V
"Il segnale raffigurato indica che, poco oltre, occorrerà usare maggiore prudenza",V
In un passaggio a livello si può trovare la croce di S. Andrea,V
"Il segnale raffigurato, se a fondo giallo, è posto in presenza di lavori in corso",V
"In presenza del segnale raffigurato il sorpasso, se consentito, deve essere effettuato con particolare prudenza",V
Il segnale raffigurato preannuncia che il traffico si svolge su due carreggiate separate,F
Il segnale raffigurato preannuncia che la circolazione diventa a senso unico,F
Il segnale raffigurato impone di dare la precedenza ai veicoli provenienti in senso contrario,F
Il segnale raffigurato preannuncia il diritto di precedenza nei sensi unici alternati,F
Il segnale raffigurato preannuncia che bisogna ritornare indietro,F
Il segnale raffigurato preannuncia un senso unico alternato,F
Il segnale raffigurato è un preavviso di direzione obbligatoria,F
Il segnale raffigurato preannuncia lo sbocco della strada su una banchina portuale,V
In un passaggio a livello si può trovare un dispositivo di segnalazione acustica,V
Il segnale raffigurato preannuncia lo sbocco della strada su un molo,V
Il segnale raffigurato preannuncia lo sbocco della strada sull'argine di un fiume,V
Il segnale raffigurato preannuncia lo sbocco della strada sull'argine di un canale,V
"In presenza del segnale raffigurato bisogna usare particolare prudenza, soprattutto di notte, per evitare di cadere in acqua",V
Il segnale raffigurato preannuncia il pericolo di caduta in acqua,V
"In presenza del segnale raffigurato bisogna usare particolare prudenza se, nel tratto di strada che segue, si dovranno effettuare manovre di retromarcia",V
Il segnale raffigurato è un segnale di pericolo,V
Il segnale raffigurato preannuncia un viadotto in costruzione,F
Il segnale raffigurato obbliga ad arrestarsi in corrispondenza di un ponte mobile in manovra,F
Il segnale raffigurato preannuncia un tratto di strada interrotto per alluvione,F
Il passaggio a livello è un cavalcavia ferroviario o tranviario,F
Il segnale raffigurato preannuncia lo sbocco su un ponte mobile,F
In presenza del segnale raffigurato bisogna usare particolare prudenza perché si incontra una discesa ripida,F
Il segnale raffigurato preannuncia il pericolo di mareggiate,F
Il segnale raffigurato preannuncia un'area attrezzata per il lavaggio dei veicoli,F
Il segnale raffigurato si riferisce soltanto alle autovetture,F
Il segnale raffigurato non ha validità nei mesi estivi,F
Il segnale raffigurato preannuncia un tratto di strada sul quale l'aderenza del veicolo può diminuire,V
"Il segnale raffigurato richiede di procedere con cautela in presenza di pedoni, anche se si trovano fuori dalla carreggiata",V
Il segnale raffigurato preannuncia la presenza di pietrisco che può essere scagliato a distanza al passaggio del veicolo,V
"Il segnale raffigurato richiede di moderare la velocità, incrociando un altro veicolo",V
In un passaggio a livello si possono trovare le luci gialle lampeggianti,F
In presenza del segnale raffigurato è opportuno mantenere una distanza maggiore dal veicolo che precede,V
Il segnale raffigurato preannuncia il pericolo di trovare pietrisco sulla pavimentazione stradale,V
In presenza del segnale raffigurato occorre considerare il pericolo di sbandamento o di slittamento,V
"Il segnale raffigurato, se a fondo giallo, è posto in presenza di cantieri stradali",V
Il segnale raffigurato consiglia di accelerare per aumentare l'aderenza del veicolo sull'asfalto,F
Il segnale raffigurato è un segnale di prescrizione,F
Il segnale raffigurato preannuncia un tratto di strada soggetto a frana,F
"Il segnale raffigurato, se a fondo giallo, preannuncia un tratto di strada non percorribile per la presenza di cantieri stradali",F
Il segnale raffigurato preannuncia la presenza di banchine cedevoli,F
Il segnale raffigurato preannuncia un tratto di strada ove esiste il pericolo di caduta di massi,F
Il passaggio a livello è caratterizzato dalla presenza di un attraversamento autostradale,F
Il segnale raffigurato preannuncia l'obbligo di montare le catene da neve,F
Il segnale raffigurato preannuncia il pericolo di caduta di massi,V
Il segnale raffigurato preannuncia un tratto di strada ove esiste il pericolo di presenza di pietre sulla carreggiata,V
Il segnale raffigurato preannuncia il pericolo di caduta di pietre da sinistra con conseguente loro presenza sulla carreggiata,V
In presenza del segnale raffigurato è opportuno moderare la velocità per evitare di urtare eventuali massi caduti sulla carreggiata,V
In presenza del segnale raffigurato è consigliabile evitare lunghe soste nel tratto di strada interessato dal pericolo,V
Il segnale raffigurato preannuncia un tratto di strada con cantieri stradali,F
In presenza del segnale raffigurato è opportuno suonare con insistenza,F
Il segnale raffigurato preannuncia un tratto di strada in cattivo stato o con pavimentazione irregolare,F
Il segnale raffigurato preannuncia un tratto di strada deformata,F
In un passaggio a livello si possono trovare le corsie di accelerazione,F
Il segnale raffigurato preannuncia un tratto di strada in cui è vietato il sorpasso,F
Il segnale raffigurato preannuncia il pericolo di caduta di massi da destra,V
Il segnale raffigurato preannuncia un tratto di strada ove esiste il pericolo di presenza di pietre sulla carreggiata,V
Il segnale raffigurato preannuncia il pericolo di caduta di pietre dalla parete rocciosa,V
In presenza del segnale raffigurato è opportuno moderare la velocità per evitare di urtare eventuali massi caduti sulla carreggiata,V
In presenza del segnale raffigurato bisogna far attenzione a possibili brusche frenate da parte dei veicoli che precedono,V
Il segnale raffigurato preannuncia un tratto di strada sdrucciolevole,F
Il segnale raffigurato preannuncia una strettoia a destra,F
Il segnale raffigurato preannuncia un tratto di strada non asfaltato,F
Il segnale raffigurato preannuncia banchine cedevoli,F
Il passaggio a livello è un passo carrabile,F
Il segnale raffigurato preannuncia un tratto di strada dove non si può circolare ad oltre 30,F
Il segnale raffigurato preannuncia possibili grandinate,F
Il segnale raffigurato preannuncia un semaforo,V
Il segnale raffigurato è un segnale di pericolo,V
"Nel segnale raffigurato, il disco giallo può essere sostituito da una luce gialla lampeggiante",V
In presenza del segnale raffigurato bisogna moderare la velocità per potersi all'occorrenza fermare,V
Il segnale raffigurato è a fondo giallo se posto prima di un cantiere stradale,V
Il segnale raffigurato preannuncia un semaforo con disposizione delle luci in verticale,V
Il segnale raffigurato è obbligatorio sulle strade extraurbane,V
Sulle strade extraurbane il segnale è sempre obbligatorio,V
La strada rappresentata è composta da una carreggiata,V
Il passaggio a livello è caratterizzato dalla presenza di un sottopassaggio,F
Il segnale raffigurato può avere il disco rosso sostituito da una luce rossa lampeggiante,F
Il segnale raffigurato preannuncia un attraversamento ferroviario senza barriere,F
Il segnale raffigurato può preannunciare un passaggio a livello con semibarriere,F
Il segnale raffigurato preannuncia un senso unico alternato,F
Il segnale raffigurato preannuncia la presenza di un ponte mobile,F
Il segnale raffigurato può avere al centro una luce gialla fissa,F
Il segnale raffigurato preannuncia la possibilità di un improvviso abbagliamento dovuto ad aeroplani a bassa quota,V
Il segnale raffigurato preannuncia la possibilità di un improvviso e forte rumore dovuto ad aeroplani a bassa quota,V
Il segnale raffigurato è posto nelle vicinanze di aeroporti,V
Il segnale raffigurato è posto nelle vicinanze di piste per l'atterraggio ed il decollo di aeroplani,V
"Nelle aree pedonali possono transitare i veicoli ad emissione zero (elettrici), se espressamente consentito",V
Il segnale raffigurato è posto in zone dove può avvenire il volo a bassa quota di aeroplani,V
Il segnale raffigurato preannuncia una località di volo a vela,F
Il segnale raffigurato preannuncia una zona riservata ai veicoli dell'aeronautica militare,F
